Ensembl Gene ID	Associated Gene Name	Descriptio
Y73F8A.608	21ur-15347
Y40H7A.134	21ur-812
C46G7.77	21ur-8814
Y41E3.352	21ur-14902
ZK381.9	21ur-4660
T23E1.7	T23E1.7
Y57G11C.368	21ur-4169
Y73F8A.476	21ur-757
Y57G11C.108	21ur-2468
Y73B6BR.20	21ur-7888
Y9C9A.64	21ur-9737
C55C3.29	21ur-2781
F26D12.23	21ur-4009
F42G8.15	21ur-8863
Y54G2A.64	Y54G2A.64
F25H8.8	F25H8.8
Y37A1B.209	21ur-15438
Y67A10A.39	21ur-147
C31H1.34	21ur-206
Y57G11C.602	21ur-14037
Y51H4A.313	21ur-2937
Y105C5B.561	21ur-1399
Y57G11B.153	21ur-10073
T13A10.35	21ur-13871
B0350.70	B0350.70
B0547.6	21ur-10127
C26C9.13	21ur-7443
F55B11.108	21ur-12886
Y116A8A.117	21ur-8272
Y105C5A.53	21ur-5223
B0513.27	21ur-296
Y73F8A.1168	Y73F8A.1168
C47A4.32	21ur-3273
Y73F8A.1147	21ur-11851
Y105C5A.990	21ur-5476
B0273.76	21ur-13699
F35D6.9	21ur-10587
Y17G9A.62	21ur-6666
Y73F8A.663	21ur-8900
Y116A8C.153	21ur-813
Y37A1A.92	21ur-9695
F13G11.28	21ur-3040
Y4C6B.62	21ur-8879
Y73B6BL.190	21ur-14203
F38A5.21	21ur-9193
Y105C5A.1154	21ur-11996
Y67A10A.221	21ur-13916
Y57G11B.202	21ur-6356
B0273.41	21ur-13225
Y105C5B.939	21ur-9739
T23G4.124	21ur-12006
Y51H4A.928	21ur-12488
Y105C5A.843	21ur-5462
Y105C5A.834	21ur-7027
Y45F10D.94	21ur-13659
T13A10.21	21ur-15643
Y57G11C.737	21ur-13603
C31H1.13	21ur-2402
Y105C5A.1167	21ur-6490
Y57G11C.165	21ur-75
Y105C5B.1178	21ur-6002
Y105C5A.136	21ur-4222
F26D12.38	21ur-14129
F44E8.41	21ur-12668
C31H1.30	21ur-2073
C08F11.74	21ur-10882
Y57G11A.217	21ur-9996
Y105C5B.320	21ur-4720
Y37A1B.203	21ur-6270
F52B11.34	21ur-3589
Y64G10A.249	21ur-8061
B0273.67	21ur-13158
T07G12.16	21ur-8249
Y37A1B.55	21ur-557
Y57G11A.192	21ur-8953
C09B9.24	21ur-8407
C54E4.10	C54E4.10
H25K10.126	21ur-14442
Y67A10A.135	21ur-2518
Y57G11C.967	21ur-11500
Y57G11C.1034	21ur-7470
Y73F8A.1157	21ur-7551
Y10G11A.18	21ur-4958
H04M03.41	21ur-9090
H08M01.24	21ur-5150
F13B12.10	21ur-14374
Y105C5B.1305	21ur-8533
Y105C5B.554	21ur-3948
Y54G2A.55	21ur-13160
Y73F8A.781	21ur-8424
Y116A8A.49	21ur-2627
Y64G10A.254	21ur-13143
Y67A10B.2	21ur-5238
Y7A9B.5	21ur-80
Y10G11A.61	21ur-13436
F02H6.61	21ur-14435
Y105C5B.545	21ur-3766
C46G7.50	21ur-5650
Y37A1B.94	21ur-5243
Y116A8C.91	21ur-3232
H08M01.83	21ur-9137
T13A10.26	21ur-14252
C17H12.34	C17H12.34
T23G4.46	21ur-5024
Y45F10D.57	21ur-2242
Y105C5B.1260	21ur-6386
T23G4.100	21ur-8841
F38C2.69	21ur-9184
ZK381.21	21ur-13678
Y73F8A.350	21ur-3980
Y73F8A.108	21ur-4436
4R79.4	21ur-5898
H08M01.109	21ur-8895
Y37A1B.19	21ur-3726
Y105C5B.919	21ur-13722
T06A10.32	21ur-4130
Y105C5B.231	21ur-4053
Y43D4A.123	21ur-7356
Y73F8A.93	21ur-4763
Y51H4A.681	21ur-7525
B0513.63	21ur-11082
T05A1.9	21ur-10113
Y51H4A.511	21ur-8850
Y51H4A.455	21ur-10972
Y45F10B.38	21ur-8042
H08M01.45	21ur-5041
T13A10.28	21ur-12034
Y116A8C.299	21ur-9112
Y57G11C.869	21ur-5821
Y51H4A.299	21ur-4227
Y41E3.50	21ur-2278
Y73F8A.469	21ur-3944
Y116A8A.31	21ur-775
Y105C5B.1299	21ur-13098
Y45F10B.56	21ur-13520
Y105C5A.463	21ur-2408
H08M01.59	21ur-10935
Y57G11C.885	21ur-12516
F55B11.111	21ur-14855
Y116A8C.60	21ur-3545
F38E11.16	21ur-13951
Y105C5B.1139	21ur-14545
Y73F8A.677	21ur-15684
Y105C5A.905	21ur-11874
Y57G11C.314	21ur-2620
Y105C5A.462	21ur-2268
Y51H4A.921	21ur-6268
Y57G11C.232	21ur-2599
Y105C5B.202	21ur-1742
Y105C5B.962	21ur-10139
AC7.19	21ur-3365
Y67A10A.212	21ur-11187
C11D2.32	21ur-3737
Y105C5A.301	21ur-1321
C29F4.5	21ur-9636
T08B6.43	21ur-8864
Y57G11C.535	21ur-15303
Y41E3.133	21ur-4077
ZK550.22	21ur-11486
Y105C5A.1043	21ur-15125
Y57G11B.80	21ur-3221
LLC1.10	21ur-5258
Y105C5A.112	21ur-4031
F52B11.32	21ur-3165
Y38F2AR.19	Y38F2AR.19
Y41D4B.25	Y41D4B.25
K01G12.15	21ur-9049
Y57G11B.174	21ur-14514
Y45F10B.40	21ur-7481
K01G12.21	21ur-10164
C09B9.42	21ur-7843
C49A9.32	21ur-12682
C47A4.138	21ur-11741
Y57G11C.530	21ur-13760
Y40H7A.143	21ur-5390
T27E7.27	21ur-1606
R05A10.32	21ur-5169
F20B10.6	F20B10.6
T05A12.6	T05A12.6
H25K10.102	21ur-12403
Y105C5A.868	21ur-9463
Y73F8A.594	21ur-8482
Y51H4A.438	21ur-14676
Y57G11C.274	21ur-3227
Y73B6BL.68	21ur-2450
Y51H4A.483	21ur-12287
Y105C5B.366	21ur-624
Y105C5A.509	21ur-9733
B0035.19	B0035.19
Y57G11C.1122	21ur-6261
Y51H4A.181	21ur-1016
Y105C5A.68	21ur-1147
Y9C9A.85	21ur-11221
Y116A8C.122	21ur-1338
Y105C5B.1327	21ur-9142
Y73F8A.1131	21ur-8095
Y64G10A.338	21ur-11396
R11E3.18	R11E3.18
Y116A8C.328	21ur-9697
Y43D4A.68	21ur-119
Y51H4A.112	21ur-4722
ZK381.46	ZK381.46
H08M01.94	21ur-7958
C35D6.101	21ur-15455
B0350.28	21ur-15003
Y57G11A.199	21ur-9077
Y57G11C.944	21ur-14589
Y45F10C.12	21ur-11823
F02H6.56	21ur-7740
M199.60	21ur-4159
H12I19.28	21ur-2546
T06A10.102	21ur-12257
Y17G9A.61	21ur-13948
C47A4.24	21ur-2422
T12E12.16	21ur-4199
T08B6.34	21ur-11972
T28H11.20	21ur-10397
C46G7.83	21ur-12012
Y105C5A.964	21ur-7469
Y105C5A.90	21ur-191
Y57G11C.609	21ur-9782
Y57G11C.361	21ur-2265
C50F7.11	21ur-10237
Y64G10A.349	21ur-7108
T06A10.58	21ur-7673
Y41E3.123	21ur-2229
Y73F8A.795	21ur-7385
H08M01.9	21ur-1433
ZK550.29	21ur-14592
Y105C5B.972	21ur-10800
Y41E3.443	21ur-7844
C27H2.101	21ur-6201
Y116A8C.265	21ur-13437
Y57G11A.168	21ur-6294
Y40H7A.207	21ur-15280
Y51H4A.277	21ur-129
Y73B6BL.52	21ur-1840
H08M01.52	21ur-1148
Y7A9D.52	21ur-9798
F55B11.26	21ur-785
C06G3.15	21ur-11604
Y105C5B.1290	21ur-15399
C24D10.14	21ur-2878
Y105C5A.916	21ur-6382
C06E7.27	21ur-4352
Y45F10D.128	21ur-9512
Y37A1B.286	21ur-13669
Y116A8A.75	21ur-12152
M199.31	21ur-5195
C47A4.119	21ur-10150
B0478.23	B0478.23
Y57G11B.25	21ur-4185
F23B2.25	21ur-8552
Y105C5B.511	21ur-1083
Y73B6BL.134	21ur-10783
Y105C5B.868	21ur-8364
Y40H7A.274	21ur-14653
Y105C5B.381	21ur-2537
F41H10.28	21ur-7851
Y73F8A.958	21ur-9859
B0513.84	21ur-8838
F58G6.11	21ur-13186
F55B11.51	21ur-1933
Y105C5B.1329	21ur-10365
AC7.45	21ur-6233
Y37A1A.13	21ur-885
Y73B6BL.189	21ur-13830
Y67A10A.181	21ur-9851
Y64G10A.342	21ur-8006
Y67A10A.196	21ur-11780
H08M01.18	21ur-2892
Y57G11C.117	21ur-2097
Y51H4A.863	21ur-8562
F18F11.6	F18F11.6
K08C7.8	21ur-12680
Y45F10B.47	21ur-6856
C01F6.10	21ur-10184
F13G11.121	21ur-11572
Y51H4A.508	21ur-8723
W03F8.46	21ur-9304
B0273.70	21ur-11919
Y105C5A.261	21ur-5239
Y51H4A.905	21ur-14606
Y57G11C.336	21ur-63
F38A5.17	21ur-14342
C08F8.13	C08F8.13
Y57G11A.34	21ur-4191
C27H2.32	21ur-2115
Y105C5A.1027	21ur-9048
Y73F8A.623	21ur-8681
Y105C5B.132	21ur-14
Y7A9A.27	21ur-10162
Y45F10B.41	21ur-14068
C06E7.63	21ur-11343
K08B4.43	K08B4.43
Y51H4A.124	21ur-5339
ZK550.14	21ur-3303
Y73F8A.563	21ur-14597
Y105C5B.621	21ur-7805
Y57G11C.934	21ur-8959
D1046.13	D1046.13
Y73B6BL.109	21ur-11352
F55B11.93	21ur-12579
Y105C5B.1105	21ur-12660
Y37A1A.83	21ur-8907
F26D12.62	21ur-15513
C01B10.24	21ur-14775
Y45F10D.84	21ur-9555
C27H2.8	21ur-447
Y105C5A.289	21ur-2388
H32C10.42	21ur-10305
Y105C5B.524	21ur-3895
Y73F8A.177	21ur-5263
K02B2.29	21ur-9340
Y73F8A.533	21ur-12117
Y51H4A.136	21ur-365
F41H10.37	linc-36
Y17G9A.45	21ur-11859
C55C3.71	21ur-14860
Y41E3.100	21ur-93
Y9C9A.74	21ur-11733
T07A9.16	21ur-12468
Y105C5B.568	21ur-243
Y57G11C.1072	21ur-13522
Y51H4A.557	21ur-13464
Y105C5B.594	21ur-1287
Y43D4A.95	21ur-12817
Y57G11C.661	21ur-14508
H08M01.79	21ur-11868
Y37A1B.318	21ur-6354
F02H6.8	21ur-4784
Y73F8A.116	21ur-3008
D1046.14	D1046.14
Y51H4A.818	21ur-7382
Y105C5A.35	21ur-3262
Y51H4A.567	21ur-6791
Y105C5A.221	21ur-3095
H35B03.7	21ur-1735
Y45F10B.22	21ur-3338
Y37A1B.188	21ur-8849
C49A9.17	21ur-10130
T22D1.15	21ur-5850
Y64G10A.333	21ur-12064
T06A10.86	21ur-8453
F55B11.71	21ur-13728
Y37A1B.214	21ur-5799
Y116A8C.361	21ur-14679
C55C3.16	21ur-1596
C11D2.54	21ur-7906
Y105C5B.160	21ur-534
Y57G11C.321	21ur-4468
C49C3.17	21ur-14758
C06E7.55	21ur-13890
Y105C5B.105	21ur-648
C47A4.67	21ur-2009
T06A10.46	21ur-8625
Y116A8A.84	21ur-5987
Y51H4A.462	21ur-11920
Y41E3.234	21ur-8134
C08F11.91	21ur-7739
Y73F8A.176	21ur-808
Y105C5B.1045	21ur-9223
Y105C5B.1073	21ur-13092
C27H2.31	21ur-939
Y105C5B.1400	21ur-11470
Y40H7A.105	21ur-5317
H25K10.87	21ur-8816
C52D10.106	21ur-13922
C11D2.96	21ur-10197
Y105C5A.835	21ur-7659
Y105C5A.583	21ur-6888
B0496.17	B0496.17
Y105C5B.834	21ur-6049
Y57G11C.671	21ur-12434
Y73B6BL.255	21ur-10941
Y43D4A.67	21ur-3701
Y116A8C.419	21ur-6760
C31H1.90	21ur-11206
B0350.24	21ur-4665
Y51H4A.777	21ur-8508
Y105C5B.223	21ur-1911
Y73B6BL.61	21ur-3368
Y105C5A.767	21ur-11259
C02B10.8	21ur-2397
Y73F8A.829	21ur-8028
Y105C5B.906	21ur-13622
C46G7.27	21ur-4584
Y37A1A.99	21ur-12057
Y64G10A.163	21ur-3461
Y7A9A.11	21ur-4383
C46G7.18	21ur-751
C47A4.99	21ur-7732
B0273.58	21ur-14633
H16O14.21	21ur-4492
C39H7.62	21ur-15390
Y105C5A.959	21ur-12225
Y105C5A.970	21ur-6690
Y55F3AR.4	Y55F3AR.4
Y73B6BL.262	21ur-6248
Y64G10A.130	21ur-2026
Y105C5B.1256	21ur-10689
Y9C9A.35	21ur-4237
F02H6.20	21ur-1098
Y105C5B.494	21ur-3480
Y105C5B.557	21ur-4911
Y105C5B.1155	21ur-8582
Y57G11A.80	21ur-1793
Y51H4A.720	21ur-7296
Y105C5A.443	21ur-1454
Y37A1B.42	21ur-4399
Y40H7A.298	21ur-10642
Y57G11C.341	21ur-3290
Y73F8A.722	21ur-15360
Y105C5A.488	21ur-903
Y116A8A.20	21ur-480
C06E7.74	21ur-9065
H04M03.30	21ur-8410
C35D6.40	21ur-2428
Y57G11C.225	21ur-1482
F42A9.10	21ur-15295
C48A7.4	21ur-8227
Y51H4A.772	21ur-6108
H10D12.6	21ur-11979
Y105C5A.370	21ur-4530
Y73F8A.321	21ur-467
Y57G11C.430	21ur-832
F13G11.124	21ur-5724
M03D4.24	21ur-4364
Y4C6A.34	21ur-12679
T23G4.89	21ur-10809
F56F12.8	21ur-3913
Y41E3.249	21ur-7763
F35G2.14	F35G2.14
C27H2.59	21ur-7579
Y73F8A.367	21ur-1892
Y51H4A.797	21ur-12401
C35D6.57	21ur-1068
Y41E3.191	21ur-3872
Y105C5B.291	21ur-2716
W03D2.12	linc-77
Y73F8A.794	21ur-9378
Y41E3.325	21ur-9466
Y73F8A.1076	21ur-10076
Y73F8A.995	21ur-9707
C52D10.127	21ur-15700
Y57G11C.647	21ur-14546
Y57G11B.77	21ur-2717
C46G7.11	21ur-919
W01B6.13	21ur-14295
Y105C5A.740	21ur-7412
B0350.49	21ur-10742
M117.12	M117.12
C47A4.131	21ur-10376
Y57G11C.894	21ur-15682
M199.111	21ur-11889
Y57G11C.619	21ur-6425
C35D6.64	21ur-10795
F13B12.13	F13B12.13
Y73F8A.1091	21ur-6951
C39E9.15	21ur-12375
C27H2.89	21ur-15509
F13G11.80	21ur-9192
C35D6.81	21ur-6252
Y67A10A.114	21ur-3156
Y73F8A.1059	21ur-12139
C52D10.93	21ur-8763
Y105C5A.1125	21ur-12263
Y105C5B.1314	21ur-7440
Y73F8A.748	21ur-5600
Y105C5B.789	21ur-12270
F52B11.83	21ur-6740
Y105C5A.894	21ur-10610
Y116A8C.209	21ur-7224
Y37A1B.218	21ur-14181
Y73F8A.525	21ur-12583
R10H10.9	21ur-13277
Y7A9D.37	21ur-10469
Y105C5A.679	21ur-11531
Y57G11C.134	21ur-2123
AC7.69	21ur-11159
Y57G11C.516	21ur-10537
C47A4.83	21ur-14657
F44E8.37	21ur-13214
F33D4.9	21ur-11668
F38C2.80	21ur-9662
Y37A1B.296	21ur-13201
Y105C5B.1392	21ur-7975
Y105C5B.341	21ur-1595
Y116A8A.56	21ur-3099
T23G4.92	21ur-14590
Y37A1A.47	21ur-3883
Y105C5A.410	21ur-2077
Y41E3.217	21ur-13468
Y105C5B.809	21ur-13749
Y73F8A.235	21ur-4547
Y57G11C.844	21ur-12507
T14G10.9	T14G10.9
Y51H4A.872	21ur-10148
T23G4.66	21ur-6742
Y73B6BL.145	21ur-12832
H08M01.91	21ur-8399
Y57G11C.120	21ur-351
C39H7.15	21ur-4114
H16O14.40	21ur-13480
VY10G11R.18	21ur-1959
Y105C5B.97	21ur-1273
Y51H4A.560	21ur-13543
K01G12.13	21ur-14324
T19E7.23	T19E7.23
ZK381.15	21ur-15247
F22B3.19	F22B3.19
T27E7.21	21ur-2655
Y73F8A.924	21ur-9513
C49A9.22	21ur-7564
Y105C5B.298	21ur-4716
Y105C5A.228	21ur-3592
Y105C5A.758	21ur-7793
Y105C5B.898	21ur-10646
Y64G10A.200	21ur-7855
H32C10.51	21ur-12407
Y57G11C.449	21ur-2834
Y105C5A.89	21ur-409
Y4C6B.22	21ur-3603
C08F11.66	21ur-15123
Y57G11B.164	21ur-11375
D2024.13	21ur-14659
T27E7.65	21ur-7808
R09H10.10	21ur-14756
Y73F8A.459	21ur-1060
M199.81	21ur-10306
C09B9.84	C09B9.84
Y43C5A.10	21ur-12335
Y105C5A.173	21ur-1046
Y116A8C.424	21ur-14372
Y9C9A.44	21ur-13580
Y51H4A.171	21ur-2822
Y17G9A.14	21ur-1320
Y51H4A.939	Y51H4A.939
Y73F8A.916	21ur-14866
Y51H4A.121	21ur-2126
T08B6.28	21ur-8170
H32C10.47	21ur-12672
Y105C5A.827	21ur-11852
Y57G11C.1105	21ur-10820
Y105C5A.214	21ur-5449
Y57G11C.862	21ur-6896
Y105C5A.950	21ur-12976
Y105C5A.558	21ur-6281
Y41E3.245	21ur-7621
C43F9.16	C43F9.16
Y43D4A.72	21ur-12522
Y116A8C.391	21ur-9928
Y41E3.342	21ur-7361
Y73B6BR.15	21ur-13982
C08F11.29	21ur-3349
Y116A8B.86	21ur-7710
F26D12.93	21ur-7375
H06H21.28	21ur-6623
C08F8.12	C08F8.12
Y57G11C.374	21ur-826
F56A11.9	F56A11.9
Y73F8A.610	21ur-11560
Y105C5B.1058	21ur-9833
C52D10.88	21ur-15678
R13H7.8	21ur-11891
Y51H4A.138	21ur-2930
Y105C5B.167	21ur-582
Y40H7A.61	21ur-2874
Y116A8C.166	21ur-3436
Y57G11B.183	21ur-14008
B0350.64	21ur-8671
C08F11.93	21ur-7527
Y4C6B.51	21ur-5967
Y105C5B.307	21ur-866
Y105C5A.1033	21ur-10907
F13G11.22	21ur-1244
Y105C5B.336	21ur-1950
Y7A9D.65	Y7A9D.65
Y105C5A.1084	21ur-12662
C11D2.14	21ur-1512
Y57G11C.464	21ur-1953
Y73F8A.718	21ur-12021
Y57G11C.919	21ur-9666
R05A10.88	21ur-14967
M199.46	21ur-3148
Y105C5A.948	21ur-7698
Y40H7A.235	21ur-12223
F41H10.21	21ur-11141
Y105C5B.1172	21ur-13727
F13G11.58	21ur-12113
F12F6.17	F12F6.17
Y116A8B.22	21ur-3685
Y41E3.157	21ur-2482
Y40H7A.200	21ur-8798
C52D10.81	21ur-10413
Y105C5A.1057	21ur-13755
Y41E3.45	21ur-4845
Y57G11C.810	21ur-12428
Y105C5A.952	21ur-6224
B0350.17	21ur-184
C27H2.108	21ur-6573
Y105C5A.344	21ur-4809
Y37A1B.101	21ur-4882
K07F5.21	K07F5.21
Y43D4A.55	21ur-4476
Y45F10D.25	21ur-158
Y105C5B.1110	21ur-11709
F01G10.21	linc-119
Y116A8C.139	21ur-1932
Y43D4A.47	21ur-324
M199.78	21ur-13502
Y105C5B.698	21ur-13571
C52D10.120	21ur-12765
F56H11.7	21ur-9004
Y51H4A.382	21ur-2570
Y73B6A.10	21ur-9017
H25K10.98	21ur-13243
ZK617.16	ZK617.16
Y57G11C.214	21ur-3762
C08F11.111	21ur-6944
M199.109	21ur-5727
Y10G11A.44	21ur-9880
M199.17	21ur-396
Y41E3.43	21ur-5377
Y105C5A.884	21ur-13528
C09B9.64	21ur-13692
Y116A8C.332	21ur-6242
Y51H4A.224	21ur-3090
Y73F8A.346	21ur-3124
Y41E3.451	21ur-13974
Y105C5B.470	21ur-4779
Y57G11C.978	21ur-11169
Y57G11C.164	21ur-868
Y69A2AR.39	Y69A2AR.39
M03D4.36	21ur-11064
Y73F8A.1052	21ur-6832
Y105C5B.1145	21ur-12175
T12E12.34	21ur-13041
Y73F8A.635	21ur-14164
H32C10.82	21ur-8342
R08C7.18	R08C7.18
F52B11.39	21ur-4224
Y64G10A.352	21ur-11183
Y116A8C.262	21ur-14816
H01G02.10	H01G02.10
Y41E3.73	21ur-4825
Y57G11C.555	21ur-12766
Y105C5B.300	21ur-2247
Y116A8C.355	21ur-6870
LLC1.8	21ur-2734
Y57G11B.66	21ur-3395
Y105C5B.674	21ur-14452
Y51H4A.235	21ur-142
C27H2.83	21ur-14366
Y73F8A.582	21ur-9729
Y105C5B.662	21ur-8056
Y64G10A.215	21ur-8672
Y57G11C.451	21ur-1915
Y45F10D.74	21ur-7479
Y41E3.263	21ur-12011
Y7A9A.66	21ur-6885
Y41E3.205	21ur-2103
F32B6.13	F32B6.13
F52D4.16	21ur-14882
Y105C5B.316	21ur-484
Y116A8C.71	21ur-1640
C02B10.37	21ur-14120
Y73F8A.568	21ur-10926
Y105C5A.541	21ur-5523
Y105C5A.1147	21ur-7084
Y105C5A.523	21ur-11737
T27E7.51	21ur-7323
Y41E3.171	21ur-3046
C09B9.76	21ur-9036
H16O14.52	21ur-5636
B0513.58	21ur-10602
C39H7.34	21ur-9133
Y105C5B.839	21ur-10198
Y57G11A.163	21ur-7869
Y67A10A.159	21ur-13707
C35D6.65	21ur-8613
Y57G11C.904	21ur-13475
C43G2.7	21ur-12296
R05A10.54	21ur-1485
H16O14.59	21ur-14249
Y37A1B.32	21ur-4340
Y105C5A.199	21ur-1183
Y9C9A.105	21ur-6701
C11D2.89	21ur-7357
Y105C5A.102	21ur-2303
Y57G11C.79	21ur-3291
Y105C5A.670	21ur-11483
Y43D4A.162	Y43D4A.162
F38C2.77	21ur-14157
LLC1.71	21ur-10487
VY10G11R.11	21ur-1693
Y67A10A.57	21ur-539
Y105C5B.1098	21ur-7567
Y7A9C.27	21ur-6656
Y7A9A.77	21ur-12338
Y105C5A.358	21ur-2803
Y73F8A.135	21ur-4329
LLC1.73	21ur-6428
C08F11.77	21ur-10126
Y57G11C.210	21ur-4614
Y51H4A.595	21ur-5657
Y7A9B.2	21ur-1619
Y51H4A.71	21ur-2672
Y57G11C.390	21ur-2204
C52D10.65	21ur-14114
C01G5.14	21ur-12904
Y40H7A.247	21ur-10488
Y73F8A.840	21ur-7937
F13G11.87	21ur-13075
T06A10.99	21ur-7730
C49A9.15	21ur-5469
Y73F8A.975	21ur-11930
R09E10.11	21ur-11419
Y57G11C.247	21ur-1537
C52D10.24	21ur-3778
Y64G10A.235	21ur-14798
Y57G11C.155	21ur-2420
Y67A10A.312	21ur-11971
C54E4.9	C54E4.9
F11E6.12	21ur-14842
Y105C5A.1120	21ur-9923
Y73F8A.133	21ur-3902
AC7.64	21ur-13358
B0218.9	21ur-10379
E03H12.15	21ur-8277
Y105C5B.192	21ur-5401
Y105C5B.1216	21ur-6821
Y41E3.363	21ur-7442
Y105C5A.392	21ur-2183
Y67A10A.76	21ur-208
Y51H4A.64	21ur-1881
Y57G11A.140	21ur-11623
Y64G10A.185	21ur-6638
Y64G10A.320	21ur-10337
Y105C5B.351	21ur-4827
C52D10.37	21ur-684
Y64G10A.186	21ur-9524
Y105C5A.1216	21ur-10302
Y44C4A.1	21ur-3101
T23G4.23	21ur-1807
C31H1.67	21ur-14584
Y37A1B.49	21ur-2470
C11D2.34	21ur-5158
Y105C5A.932	21ur-5705
Y105C5A.1264	21ur-9500
Y37A1B.165	21ur-7833
Y57G11C.785	21ur-14620
C08F11.64	21ur-10104
Y57G11A.40	21ur-2238
F36H12.62	21ur-6090
Y105C5B.1099	21ur-5772
Y57G11B.186	21ur-10415
C06A6.8	21ur-12272
AC7.62	21ur-9368
Y69E1A.12	Y69E1A.12
Y73F8A.733	21ur-10652
Y73F8A.658	21ur-11443
H25K10.40	21ur-1416
Y73F8A.224	21ur-829
Y116A8A.134	21ur-7522
Y104H12D.6	Y104H12D.6
T28H11.25	21ur-8603
Y51H4A.488	21ur-12397
Y57G11A.182	21ur-10947
Y105C5A.596	21ur-6827
Y45F10D.32	21ur-1692
Y57G11B.75	21ur-1805
Y57G11C.421	21ur-4219
Y64G10A.314	21ur-9613
Y57G11C.435	21ur-2705
F55B11.48	21ur-4676
B0478.12	21ur-7857
C26C9.5	21ur-572
Y51H4A.565	21ur-8420
Y64G10A.301	21ur-15453
Y57G11C.747	21ur-10887
Y57G11C.488	21ur-1990
K08B4.10	21ur-3740
LLC1.57	21ur-10364
Y105C5A.247	21ur-569
Y105C5B.1115	21ur-5547
Y73F8A.47	21ur-2932
Y37A1A.119	21ur-14393
Y41E3.81	21ur-327
Y37A1B.87	21ur-4308
Y105C5B.1230	21ur-6892
Y51H4A.491	21ur-14248
Y4C6B.63	21ur-8858
F52B11.40	21ur-4312
F56F12.25	21ur-15629
Y116A8C.453	21ur-12512
AC7.5	21ur-4409
F55B11.34	21ur-1811
Y105C5A.642	21ur-13423
Y10G11A.70	21ur-5972
C06E7.15	21ur-1948
Y105C5A.1207	21ur-8271
Y57G11C.241	21ur-1032
Y116A8B.46	21ur-8563
Y73F8A.771	21ur-13466
Y116A8B.63	21ur-6351
C35D6.30	21ur-1243
Y41E3.413	21ur-7257
Y57G11C.295	21ur-4514
Y57G11A.124	21ur-9150
Y64G10A.205	21ur-11626
Y57G11C.1003	21ur-15287
B0273.37	21ur-883
Y73B6BL.118	21ur-6450
C08F11.54	21ur-814
Y41E3.188	21ur-3920
Y57G11C.189	21ur-1694
C46G7.45	21ur-12775
F52B11.27	21ur-2521
Y4C6A.58	21ur-9807
Y41E3.285	21ur-8378
F13G11.91	21ur-15486
Y105C5A.328	21ur-3646
F49C12.16	21ur-10213
Y51H4A.356	21ur-1653
Y43D4A.39	21ur-1939
K08E7.11	K08E7.11
Y116A8C.279	21ur-13271
F58F9.13	21ur-7817
C01B10.41	21ur-13556
H12I19.116	H12I19.116
Y37A1A.147	21ur-12936
C06E7.33	21ur-1779
Y67A10A.162	21ur-9394
Y57G11A.69	21ur-901
Y9C9A.89	21ur-15188
Y43D4A.140	21ur-12588
Y57G11B.104	21ur-7847
Y73F8A.1065	21ur-6667
B0273.48	21ur-13995
Y105C5B.816	21ur-9727
Y57G11A.26	21ur-4592
C02B10.14	21ur-5324
T22D1.13	21ur-9563
Y67A10A.191	21ur-7656
C05B10.10	21ur-14924
Y57G11A.55	21ur-4450
M03D4.53	21ur-12730
C02B10.26	21ur-4762
AC7.24	21ur-8507
ZK593.11	ZK593.11
Y116A8B.17	21ur-276
C47A4.80	21ur-7700
Y105C5B.1338	21ur-8093
Y116A8C.274	21ur-5947
Y105C5B.877	21ur-11965
R05A10.41	21ur-3002
Y105C5B.100	21ur-2442
C29E6.12	C29E6.12
Y116A8A.100	21ur-11661
C11D2.71	21ur-15186
B0273.30	21ur-2735
C46G7.33	21ur-1804
Y73B6BL.282	Y73B6BL.282
Y67A10A.246	21ur-10940
LLC1.33	21ur-442
Y105C5A.1221	21ur-15488
C08F11.47	21ur-4647
Y105C5B.161	21ur-423
Y57G11B.157	21ur-11209
M199.95	21ur-12739
Y51H4A.271	21ur-3686
Y105C5A.236	21ur-1211
C05B10.3	21ur-7541
Y67A10A.333	21ur-8811
F23B2.27	21ur-14566
Y57G11C.947	21ur-13363
Y41E3.307	21ur-12789
Y4C6B.38	21ur-13817
T13A10.54	21ur-9047
T01G1.6	T01G1.6
Y64G10A.29	21ur-5231
Y57G11C.539	21ur-13643
Y105C5A.793	21ur-15007
ZK616.44	21ur-11217
C47A4.60	21ur-3877
Y59H11AR.8	Y59H11AR.8
M199.98	21ur-12365
C46G7.52	21ur-12180
W03F8.58	21ur-11876
F55B11.127	21ur-10212
Y43C5A.9	21ur-14358
Y57G11C.104	21ur-5453
Y57G11C.328	21ur-5055
Y17G9A.25	21ur-4504
F28F9.7	F28F9.7
W02C12.4	W02C12.4
C47E12.18	C47E12.18
T27E7.72	21ur-6710
C35D6.94	21ur-8390
H08M01.112	21ur-6182
Y57G11A.83	21ur-5084
Y105C5B.1399	21ur-12429
F35H10.16	F35H10.16
Y105C5B.850	21ur-7713
Y7A9D.3	21ur-5434
Y41E3.291	21ur-7637
Y73F8A.558	21ur-8867
Y73F8A.85	21ur-5053
H34C03.6	21ur-14162
F56F12.20	21ur-7408
Y57G11A.143	21ur-9659
C45E5.20	21ur-9519
Y73F8A.436	21ur-4961
Y41E3.305	21ur-9161
F52B11.79	21ur-13904
Y116A8A.16	21ur-3106
M18.11	M18.11
K02B2.16	21ur-4913
Y45F10D.72	21ur-7534
T08B6.41	21ur-13440
