Ensembl Gene ID	Associated Gene Name	Descriptio
AT1G55150	AT1G55150	DEAD-box ATP-dependent RNA helicase 20
AT5G37770	TCH2	calcium-binding protein CML24
AT4G22270	MRB1	uncharacterized protein
AT5G52570	B2	beta-carotene hydroxylase 2
AT1G63780	IMP4	Ribosomal RNA processing Brix domain protein
AT1G55221	AT1G55221	Pseudogene of AT1G55240
AT4G13253	AT4G13253	transposable element gene
AT5G14330	AT5G14330	uncharacterized protein
AT1G08680	AGD14	putative ADP-ribosylation factor GTPase-activating protein AGD14
AT5G22260	MS1	RING/FYVE/PHD zinc finger-containing protein
AT1G33200	AT1G33200	transposable element gene
AT5G51670	AT5G51670	uncharacterized protein
AT3G20200	AT3G20200	Protein kinase protein with adenine nucleotide alpha hydrolases-like domain
AT3G20980	AT3G20980	Gag-Pol-related retrotransposon family protein
AT5G14495	AT5G14495	pre-tRNA
AT4G38781	AT4G38781	uncharacterized protein
AT3G45210	AT3G45210	uncharacterized protein
AT1G36660	AT1G36660	pseudogene
AT2G22900	AT2G22900	putative glycosyltransferase 7
AT1G77410	BGAL16	beta-galactosidase 16
AT1G29962	AGL64	protein agamous-like 64
AT2G30942	AT2G30942	uncharacterized protein
AT4G16790	AT4G16790	hydroxyproline-rich glycoprotein family protein
AT1G68530	G2	3-ketoacyl-CoA synthase 6
AT2G21900	WRKY59	putative WRKY transcription factor 59
AT5G17020	XPO1A	exportin 1A
AT2G38220	AT2G38220	RING-finger domain-containing protein
AT5G37750	AT5G37750	Chaperone DnaJ domain-containing protein
AT4G02630	AT4G02630	protein kinase family protein
AT3G45090	AT3G45090	2PGK 2-phosphoglycerate kinase
AT5G50740	AT5G50740	Heavy-metal-associated domain--containing protein
AT3G44755	AT3G44755	uncharacterized protein
AT3G02300	AT3G02300	regulator of chromosome condensation domain-containing protein
AT2G34620	AT2G34620	transcription termination factor-like protein
AT1G35450	AT1G35450	pseudogene
AT4G07720	AT4G07720
AT3G27610	AT3G27610	nucleotidylyl transferase domain-containing protein
AT5G38260	AT5G38260	protein kinase family protein
AT2G18760	CHR8	DNA excision repair protein E
AT4G06740	AT4G06740	uncharacterized protein
AT3G27560	ATN1	protein kinase family protein
AT3G19210	ATRAD54	Rad54-like protein
AT3G48235	AT3G48235	transposable element gene
AT1G06290	ACX3	acyl-coenzyme A oxidase 3
AT2G07390	AT2G07390
AT1G33940	AT1G33940	uncharacterized protein
AT3G57470	AT3G57470	insulysin
AT3G28611	AT3G28611	Pseudogene of AT5G43210endo/excinuclease amino terminal domain-containing protein
AT4G06724	AT4G06724	transposable element gene
AT4G25920	AT4G25920	uncharacterized protein
AT3G60950	AT3G60950	C2 calcium/lipid-binding endonuclease/exonuclease/phosphatase
AT3G10185	AT3G10185	Gibberellin-regulated family protein
AT4G32175	AT4G32175	PNAS-3 related protein
AT1G68910	WIT2	WPP domain-interacting tail-anchored protein 2
AT1G03590	AT1G03590	putative protein phosphatase 2C 1
AT3G31373	AT3G31373	transposable element gene
AT2G23210	AT2G23210	UDP-glycosyltransferase-like protein
AT5G36005	AT5G36005	transposable element gene
AT3G13080	ATMRP3	ABC transporter C family member 3
AT1G21695	AT1G21695	hydroxyproline-rich glycoprotein family protein
AT2G35740	ATINT3	putative inositol transporter 3
AT3G18470	AT3G18470	PLAC8 family protein
AT2G31370	AT2G31370	putative transcription factor PosF21
AT1G14100	FUT8	fucosyltransferase 8
AT5G42700	AT5G42700	AP2/B3 domain-containing protein
AT5G07315	AT5G07315	pre-tRNA
AT1G75600	AT1G75600	histone H3
AT1G21220	AT1G21220	transposable element gene
AT4G09670	AT4G09670	uncharacterized oxidoreductase
AT3G63120	CYCP1;1	cyclin-U3-1
AT2G07714	AT2G07714	transcription factor-related protein
AT5G47100	CBL9	calcineurin B-like protein 9
AT4G11450	AT4G11450	uncharacterized protein
AT4G27250	AT4G27250	Rossmann-fold NAD(P)-binding domain-containing protein
AT4G32280	IAA29	auxin-responsive protein IAA29
AT5G34358	AT5G34358	transposable element gene
AT3G24495	MSH6-2	DNA mismatch repair protein Msh6-2
AT3G32400	AT3G32400	Actin-binding FH2/DRF autoregulatory protein
AT5G13280	AK-LYS1	aspartokinase 1
AT2G39710	AT2G39710	Eukaryotic aspartyl protease family protein
AT1G65484	AT1G65484	uncharacterized protein
AT5G48910	LPA66	pentatricopeptide repeat-containing protein
AT3G47080	AT3G47080	tetratricopeptide repeat domain-containing protein
AT2G02510	AT2G02510	NADH dehydrogenase (ubiquinone)
AT1G05730	AT1G05730	uncharacterized protein
ATCG00240	TRNY	tRNA-Tyr
AT1G80950	AT1G80950	lysophosphatidylcholine acyltransferase / lyso-PAF acetyltransferase
AT5G52510	SCL8	scarecrow-like protein 8
AT1G04830	AT1G04830	RabGAP/TBC domain-containing protein
AT4G08111	AT4G08111	transposable element gene
AT3G32176	AT3G32176	transposable element gene
AT5G06680	SPC98	spindle pole body component 98
AT2G04100	AT2G04100	MATE efflux family protein
AT3G55470	AT3G55470	calcium-dependent lipid-binding domain-containing protein
AT3G16000	MFP1	MAR-binding filament-like protein 1
AT1G62830	LDL1	Lysine-specific histone demethylase 1-1
AT2G20790	AT2G20790	clathrin adaptor complexes medium subunit family protein
ATMG01380	RRN5	Mitochondrial 5S ribosomal RNA, which is a component of the 50S large subunit of mitochondrial ribosome
AT3G25905	CLE27	protein CLAVATA3/ESR-related 27
AT4G22180	AT4G22180	putative F-box protein
AT5G11080	AT5G11080	ubiquitin family protein
AT2G03920	AT2G03920	transposable element gene
AT3G06410	AT3G06410	zinc finger CCCH domain-containing protein 34
AT5G50350	AT5G50350	uncharacterized protein
AT1G61170	AT1G61170	uncharacterized protein
AT3G30190	AT3G30190	transposable element gene
AT4G14225	AT4G14225	putative zinc finger A20 and AN1 domain-containing stress-associated protein 8
AT1G26380	AT1G26380	FAD-binding and BBE domain-containing protein
AT5G66890	AT5G66890	putative disease resistance protein
AT1G80580	AT1G80580	ethylene-responsive transcription factor ERF084
AT2G31780	ATARI11	putative E3 ubiquitin-protein ligase ARI11
AT1G23720	AT1G23720	Proline-rich extensin-like family protein
AT1G15780	AT1G15780	uncharacterized protein
AT3G28790	AT3G28790	uncharacterized protein
AT4G03566	AT4G03566	uncharacterized protein
AT3G28020	AT3G28020	uncharacterized protein
AT4G32342	AT4G32342	uncharacterized protein
AT2G27850	AT2G27850	pre-tRNA
AT5G67220	AT5G67220	tRNA-dihydrouridine synthase 4
AT5G05410	DREB2	dehydration-responsive element-binding protein 2A
AT4G13820	AT4G13820	leucine-rich repeat-containing protein
AT5G26070	AT5G26070	hydroxyproline-rich glycoprotein family protein
AT1G72730	AT1G72730	translation initiation factor 4A-3
AT1G52610	AT1G52610	transposable element gene
AT2G41380	AT2G41380	S-adenosyl-L-methionine-dependent methyltransferase-like protein
AT5G19070	AT5G19070	SNARE associated Golgi family protein
AT3G18640	AT3G18640	zinc finger CCCH domain-containing protein 38
AT3G13620	AT3G13620	Amino acid permease family protein
AT5G32598	AT5G32598	transposable element gene
AT5G42320	AT5G42320	metallocarboxypeptidase/ zinc ion binding protein
AT1G70510	KNAT2	homeobox protein knotted-1-like 2
AT3G47180	AT3G47180	RING/U-box domain-containing protein
AT1G08845	AT1G08845	Ribosomal L.8/L5e family protein
AT3G54390	AT3G54390	sequence-specific DNA binding transcription factor
AT2G21380	AT2G21380	centromeric protein E
AT3G16220	AT3G16220	putative eukaryotic LigT protein
AT5G28781	AT5G28781	uncharacterized protein
AT4G36170	AT4G36170	uncharacterized protein
AT2G11405	AT2G11405	uncharacterized protein
AT3G15090	AT3G15090	GroES-like zinc-binding alcohol dehydrogenase family protein
AT2G38465	AT2G38465	uncharacterized protein
AT1G11800	AT1G11800	endonuclease/exonuclease/phosphatase-like protein
AT3G20500	ATPAP18	purple acid phosphatase 18
AT1G25260	AT1G25260	Ribosomal protein L10 family protein
AT4G35560	AT4G35560	transducin/WD40 domain-containing protein
AT1G20100	AT1G20100	uncharacterized protein
AT2G19210	AT2G19210	putative receptor-like protein kinase
AT2G36130	AT2G36130	peptidyl-prolyl cis-trans isomerase-like 1
AT4G25760	GDU2	glutamine dumper 2
AT2G05435	AT2G05435	transposable element gene
AT5G67190	DEAR2	ethylene-responsive transcription factor ERF010
AT4G06634	AT4G06634	uncharacterized zinc finger protein
AT1G80680	NUP96	suppressor of auxin resistance 3
AT5G38270	AT5G38270	F-box protein
AT4G33740	AT4G33740	uncharacterized protein
AT1G66830	AT1G66830	putative leucine-rich repeat transmembrane protein kinase
AT3G10710	RHS12	pectinesterase 24
AT5G29408	AT5G29408	transposable element gene
AT5G65350	HTR11	histone H3
AT1G50580	AT1G50580	UDP-glycosyltransferase-like protein
AT5G33400	AT5G33400	pseudogene
AT4G06483	AT4G06483
AT5G23960	ATTPS21	alpha-humulene/(-)-(E)-beta-caryophyllene synthase
AT5G66510	GAMMA CA3	gamma carbonic anhydrase 3
AT1G62510	AT1G62510	bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin-like protein
AT4G25930	AT4G25930	uncharacterized protein
AT2G42110	AT2G42110	uncharacterized protein
AT5G62370	AT5G62370	pentatricopeptide repeat-containing protein
AT4G06752	AT4G06752
AT4G06570	AT4G06570	transposable element gene
AT5G55690	AT5G55690	MADS-box protein AGL47
AT1G21327	AT1G21327	uncharacterized protein
AT1G73830	BEE3	transcription factor BEE 3
AT4G00305	AT4G00305	RING/U-box domain-containing protein
AT2G19100	AT2G19100	transposable element gene
AT2G03790	AT2G03790	(AT3G07025) tRNA
AT3G54290	AT3G54290	uncharacterized protein
AT2G24260	LRL1	transcription factor bHLH66
AT2G06541	AT2G06541	TTF-type zinc finger protein with HAT dimerisation domain
AT5G15860	ATPCME	prenylcysteine methylesterase
AT5G11550	AT5G11550	ARM repeat-containing protein-like protein
AT2G06940	AT2G06940	pseudogene
AT2G37480	AT2G37480	uncharacterized protein
AT2G42990	AT2G42990	GDSL esterase/lipase
AT1G54260	AT1G54260	winged-helix DNA-binding transcription factor family protein
AT2G26370	AT2G26370	MD-2-related lipid recognition domain-containing protein
AT4G29280	LCR22	putative defensin-like protein 157
AT4G16355	AT4G16355	other RNA
AT1G05785	AT1G05785	Got1/Sft2-like vescicle transport protein
AT3G07960	AT3G07960	phosphatidylinositol-4-phosphate 5-kinase 6
AT4G23570	SGT1A	phosphatase SGT1a
AT3G24230	AT3G24230	putative pectate lyase 9
AT2G31902	AT2G31902	Potential natural antisense gene, locus overlaps with AT2G31900
AT3G12360	ITN1	ankyrin repeats-containing protein
AT1G31010	OSB4	protein OSB4
AT2G11030	AT2G11030	transposable element gene
AT2G01480	AT2G01480	O-fucosyltransferase family protein
AT1G76860	AT1G76860	U6 snRNA-associated Sm-like protein LSm3
AT2G35830	AT2G35830	uncharacterized protein
AT5G33258	AT5G33258
AT4G10457	SCRL1	putative defensin-like protein 225
AT5G38240	AT5G38240	Protein kinase family protein
AT5G51490	AT5G51490	putative pectinesterase/pectinesterase inhibitor 59
AT4G00460	ATROPGEF3	RHO guanyl-nucleotide exchange factor 3
AT4G02500	XXT2	xyloglucan 6-xylosyltransferase
AT3G33520	ARP6	actin-related protein 6
AT1G69020	AT1G69020	prolyl oligopeptidase-like protein
AT5G49160	MET2	DNA (cytosine-5)-methyltransferase 1
AT4G40070	AT4G40070	RING-H2 finger protein ATL32
AT4G39900	AT4G39900	uncharacterized protein
AT4G30790	AT4G30790	uncharacterized protein
AT4G34450	AT4G34450	coatomer subunit gamma
AT1G76728	AT1G76728	uncharacterized protein
AT2G27750	AT2G27750	Surfeit locus protein 6
AT4G31080	AT4G31080	uncharacterized protein
AT1G68935	AT1G68935	uncharacterized protein
AT2G43610	AT2G43610	putative chitinase
AT1G53380	AT1G53380	uncharacterized protein
AT3G44605	AT3G44605	transposable element gene
AT1G69370	CM3	chorismate mutase 3
AT3G57960	AT3G57960	Emsy N Terminus (ENT) domain-containing protein
AT4G13580	AT4G13580	disease resistance-responsive, dirigent domain-containing protein
AT5G59180	NRPB7	DNA-directed RNA polymerase II subunit RPB7
AT1G05205	AT1G05205	uncharacterized protein
AT5G19650	ATOFP8	ovate family protein 8
AT4G07495	AT4G07495
AT4G23660	PPT1	polyprenyltransferase 1
AT1G06670	NIH	nuclear DEIH-boxhelicase
AT5G19280	KAPP	protein phosphatase 2C 70
AT4G07408	AT4G07408	uncharacterized protein
AT4G04050	AT4G04050	transposable element gene
AT5G07990	CYP75B1	Flavonoid 3'-monooxygenase
AT3G30717	AT3G30717	transposable element gene
AT1G42393	AT1G42393	transposable element gene
AT4G04210	PUX4	UBX domain containing protein 4
AT3G52030	AT3G52030	F-box/WD-40 repeat-containing protein
AT2G35680	AT2G35680	phosphotyrosine protein phosphatase-like protein
AT4G24070	AT4G24070	carbon-carbon lyase
AT4G24973	AT4G24973	self-incompatibility S1 family protein
AT2G12960	AT2G12960	transposable element gene
AT3G48275	AT3G48275	pre-tRNA
AT5G13860	ELC-Like	protein ELC-like protein
AT1G68290	ENDO 2	endonuclease 2
AT1G47970	AT1G47970	uncharacterized protein
AT3G14025	AT3G14025	pseudogene
AT3G59926	AT3G59926	pre-tRNA
AT5G67310	CYP81G1	cytochrome P450, family 81, subfamily G, polypeptide 1
AT5G40605	AT5G40605
AT5G35052	AT5G35052	transposable element gene
AT3G09165	AT3G09165	transposable element gene
AT5G23930	AT5G23930	Mitochondrial transcription termination factor family protein
AT3G42553	AT3G42553	transposable element gene
AT1G47230	CYCA3;4	cyclin-A3-4
AT2G24390	AT2G24390	AIG2-like family protein
AT1G04590	AT1G04590	uncharacterized protein
AT5G59040	COPT3	copper transporter 3
AT4G10030	AT4G10030	hydrolase, alpha/beta fold family protein
AT1G55490	LEN1	RuBisCO large subunit-binding protein subunit beta
AT1G12000	AT1G12000	pyrophosphate--fructose-6-phosphate 1-phosphotransferase
AT3G63210	MARD1	uncharacterized protein
AT3G57490	AT3G57490	40S ribosomal protein S2-4
AT2G42440	AT2G42440	LOB domain-containing protein 17
AT3G30714	AT3G30714	Pseudogene of AT3G26870self-incompatibility protein-related
AT2G20721	AT2G20721	snoRNA
AT5G25754	AT5G25754	RNA polymerase I-associated factor PAF67
AT1G07485	AT1G07485	uncharacterized protein
AT1G31430	AT1G31430	pentatricopeptide repeat-containing protein
AT5G45130	ATRABF2A	Ras-related protein RHA1
AT5G56650	ILL1	IAA-amino acid hydrolase ILR1-like 1
AT1G33612	AT1G33612	Leucine-rich repeat (LRR) family protein
AT1G51450	TRO	TRAUCO protein
AT5G26622	AT5G26622	Beta-galactosidase related protein
AT5G11690	TIM17-3	translocase inner membrane subunit 17-3
AT3G62130	AT3G62130	epimerase-related protein
AT2G44120	AT2G44120	60S ribosomal protein L7-3
AT1G25112	AT1G25112	uncharacterized protein
AT3G32118	AT3G32118	transposable element gene
AT1G18600	ATRBL12	RHOMBOID-like protein 12
AT5G39720	AIG2L	avirulence induced protein 2 like protein
AT5G07020	AT5G07020	proline-rich family protein
AT1G48490	AT1G48490	protein kinase domain-containing protein
AT1G19520	NFD5	pentatricopeptide repeat-containing protein
AT2G07694	AT2G07694	transposable element gene
AT1G72650	TRFL6	protein TRF-like 6
AT1G01580	FRD1	ferric reduction oxidase 2
AT3G18140	AT3G18140	transducin/WD40 domain-containing protein
AT5G44170	AT5G44170	S-adenosyl-L-methionine-dependent methyltransferase-like protein
AT3G49580	LSU1	response to low sulfur 1 protein
AT5G14730	AT5G14730	uncharacterized protein
AT5G60070	AT5G60070	ankyrin repeat-containing protein
AT3G04230	AT3G04230	40S ribosomal protein S16-2
AT2G27780	AT2G27780	transcription factor IIS-like protein
AT1G55840	AT1G55840	sec.4-like phosphatidylinositol transfer protein
AT3G60935	AT3G60935	transposable element gene
AT5G60310	AT5G60310	concanavalin A-like lectin kinase-like protein
AT5G13548	AT5G13548
AT1G09190	AT1G09190	pentatricopeptide repeat-containing protein
AT3G16700	AT3G16700	fumarylacetoacetate hydrolase
AT1G12470	AT1G12470	zinc ion binding protein
AT5G07000	ATST2B	sulfotransferase 2B
AT5G19240	AT5G19240	GPI-anchored glycoprotein membrane precursor
AT1G30515	AT1G30515	uncharacterized protein
AT1G28375	AT1G28375	uncharacterized protein
AT4G03205	hemf2	Coproporphyrinogen III oxidase
AT5G39095	AT5G39095	transposable element gene
AT1G11545	XTH8	xyloglucan:xyloglucosyl transferase
AT1G14345	AT1G14345	NAD(P)-linked oxidoreductase-like protein
AT5G58620	AT5G58620	zinc finger CCCH domain-containing protein 66
AT2G34985	AT2G34985	(AT2G34985) tRNA
AT4G02890	UBQ14	polyubiquitin 14
AT1G23990	AT1G23990	transposable element gene
AT3G42150	AT3G42150	uncharacterized protein
AT1G59780	AT1G59780	NB-ARC domain-containing disease resistance protein
AT5G59310	LTP4	non-specific lipid-transfer protein 4
AT3G09375	AT3G09375	pseudogene
AT5G56270	ATWRKY2	putative WRKY transcription factor 2
AT3G11402	AT3G11402	cysteine/histidine-rich C1 domain-containing protein
AT5G45490	AT5G45490	putative disease resistance protein
AT1G03920	AT1G03920	putative protein kinase MK6
AT1G16250	AT1G16250	F-box/kelch-repeat protein
AT3G46600	AT3G46600	scarecrow-like protein 30
AT4G35830	ACO1	aconitate hydratase 1
AT1G74150	AT1G74150	kelch motif-containing protein
AT1G08180	AT1G08180	uncharacterized protein
AT1G02080	AT1G02080	CCR4-NOT transcription complex subunit 1
AT1G17800	ENODL22	early nodulin-like protein 22
AT1G06640	AT1G06640	1-aminocyclopropane-1-carboxylate oxidase-2
AT3G10310	AT3G10310	myosin and kinesin motor and CH domain-containing protein
AT5G46750	AGD9	putative ADP-ribosylation factor GTPase-activating protein AGD9
AT1G80745	AT1G80745	Transcription factor TFIIIC, tau55-related protein
AT5G23010	MAM1	methylthioalkylmalate synthase 1
AT4G06477	AT4G06477
AT3G29639	AT3G29639	uncharacterized protein
AT2G05490	AT2G05490	transposable element gene
AT1G36970	AT1G36970	uncharacterized protein
AT1G51910	AT1G51910	leucine-rich repeat protein kinase-like protein
AT5G20120	AT5G20120	uncharacterized protein
AT5G15620	AT5G15620	putative F-box/LRR-repeat protein
AT4G22000	AT4G22000	uncharacterized protein
AT3G48890	ATMP2	membrane steroid-binding protein 2
AT5G28468	AT5G28468	transposable element gene
AT3G43740	AT3G43740	leucine-rich repeat-containing protein
AT5G15260	AT5G15260	structural constituent of ribosome
AT5G38650	AT5G38650	Proteasome maturation factor UMP1
AT4G18070	AT4G18070	uncharacterized protein
AT5G40790	AT5G40790	uncharacterized protein
AT4G02450	AT4G02450	HSP20-like chaperone
AT1G75670	AT1G75670	DNA-directed RNA polymerase
AT3G46010	ADF1	actin depolymerizing factor 1
AT1G31600	AT1G31600	RNA recognition motif-containing protein
AT1G20900	ESC	putative DNA-binding protein ESCAROLA
AT5G06740	AT5G06740	concanavalin A-like lectin kinase-like protein
AT3G12203	scpl17	serine carboxypeptidase-like 17
AT1G24822	AT1G24822	uncharacterized protein
AT2G34530	AT2G34530	uncharacterized protein
AT5G64541	AT5G64541	uncharacterized protein
AT5G29028	AT5G29028	transposable element gene
AT1G67960	AT1G67960	uncharacterized protein
AT2G19050	AT2G19050	GDSL esterase/lipase
AT4G05160	AT4G05160	4-coumarate--CoA ligase-like 7
AT2G30000	AT2G30000	PHD finger-like domain-containing protein 5A
ATMG00700	TRNK.2	tRNA-Lys
AT2G46455	AT2G46455	OxaA/YidC-like membrane insertion protein
AT5G59870	HTA6	histone H2A 6
AT2G37100	AT2G37100	protamine P1 family protein
AT1G77380	AAP3	amino acid permease 3
AT1G08315	AT1G08315	armadillo/beta-catenin-like repeat-containing protein
AT3G61400	AT3G61400	putative 2-oxoglutarate-dependent dioxygenase
AT3G62440	AT3G62440	F-box/LRR-repeat protein
AT1G30835	SADHU1-2	transposable element gene
AT1G29740	AT1G29740	Leucine-rich repeat transmembrane protein kinase
AT3G26790	FUS3	B3 domain-containing transcription factor FUS3
AT3G05750	AT3G05750	uncharacterized protein
AT2G06912	AT2G06912	pseudogene
AT3G12070	AtRGTB2	geranylgeranyl transferase type-2 subunit beta
AT5G38020	AT5G38020	S-adenosyl-L-methionine-dependent methyltransferase-like protein
AT5G42591	AT5G42591	uncharacterized protein
AT1G05790	AT1G05790	lipase class 3-like protein
AT5G60440	AGL62	agamous-like MADS-box protein AGL62
AT2G15440	AT2G15440	uncharacterized protein
AT3G44900	CHX4	cation/H(+) antiporter 4
AT1G02350	AT1G02350	protoporphyrinogen oxidase-like protein
AT5G49440	AT5G49440	uncharacterized protein
AT2G30870	ERD13	glutathione S-transferase ERD13
AT3G10700	GalAK	galactokinase
AT3G55070	AT3G55070	LisH/CRA/RING-U-box domain-containing protein
AT1G66090	AT1G66090	TIR-NBS class of disease resistance protein
AT5G59430	ATTRP1	Telomere repeat-binding protein 1
AT5G13380	AT5G13380	auxin-responsive GH3 family protein
AT3G09090	DEX1	defective in exine formation protein (DEX1)
AT1G17745	PGDH	D-3-phosphoglycerate dehydrogenase
AT5G40100	AT5G40100	TIR-NBS-LRR class disease resistance protein
AT5G41550	AT5G41550	TIR-NBS-LRR class disease resistance protein
AT2G01170	BAT1	bidirectional amino acid transporter 1
AT1G42200	AT1G42200	transposable element gene
AT1G13180	ARP3	actin-related protein 3
AT5G24879	AT5G24879	uncharacterized protein
AT2G39800	ATP5CS	Gamma-glutamyl phosphate reductase
AT4G15120	AT4G15120	VQ motif-containing protein
AT5G38820	AT5G38820	Transmembrane amino acid transporter family protein
AT5G41000	YSL4	putative metal-nicotianamine transporter YSL4
AT1G31950	AT1G31950	terpene cyclase, C1 domain-containing protein
AT2G03030	AT2G03030	Toll-Interleukin-Resistance domain-containing protein
AT5G48210	AT5G48210	uncharacterized protein
AT1G49470	AT1G49470	uncharacterized protein
AT3G01270	AT3G01270	putative pectate lyase 7
AT4G05592	AT4G05592	transposable element gene
AT4G32717	SCRL24	putative defensin-like protein 230
AT5G51570	AT5G51570	Hypersensitive-induced response protein 4
AT3G44830	AT3G44830	putative phospholipid:diacylglycerol acyltransferase 2
AT1G21286	AT1G21286	Pseudogene of AT1G21245wall-associated kinase-related protein
AT3G25690	CHUP1	protein CHUP1
AT3G42240	AT3G42240	transposable element gene
AT3G32966	AT3G32966	transposable element gene
AT1G60370	AT1G60370	putative F-box protein
AT5G38710	AT5G38710	proline dehydrogenase 2
AT2G46490	AT2G46490	uncharacterized protein
AT3G53690	AT3G53690	RING/U-box domain-containing protein
AT3G21960	AT3G21960	putative cysteine-rich repeat secretory protein 24
AT1G03515	AT1G03515	pre-tRNA
AT5G05657	AT5G05657	uncharacterized protein
AT5G12940	AT5G12940	leucine-rich repeat-containing protein
AT5G04340	C2H2	putative c2h2 zinc finger transcription factor
AT3G61910	NAC066	NAC domain-containing protein 66
AT4G39720	AT4G39720	VQ motif-containing protein
AT1G05061	AT1G05061	Pseudogene of AT2G32630pentatricopeptide (PPR) repeat-containing protein
AT3G47640	PYE	transcription factor bHLH47
AT2G17050	AT2G17050	TIR-NBS-LRR class disease resistance protein
AT4G33760	AT4G33760	aspartyl-tRNA synthetase
AT3G61360	AT3G61360	pentatricopeptide repeat-containing protein
AT2G15271	AT2G15271	Pseudogene of AT5G49200WD-40 repeat family protein / zfwd4 protein (ZFWD4)
AT3G27865	AT3G27865	snoRNA
AT3G51200	AT3G51200	SAUR-like auxin-responsive protein
AT5G11250	AT5G11250	TIR-NBS-LRR class disease resistance protein
AT5G01400	ESP4	symplekin
AT1G18410	AT1G18410	SMC and kinesin motor domain-containing protein
AT2G10537	AT2G10537	other RNA
AT2G25550	AT2G25550	transposable element gene
AT1G48410	AGO1	protein argonaute
AT4G10320	AT4G10320	isoleucyl-tRNA synthetase
AT3G60910	AT3G60910	S-adenosyl-L-methionine-dependent methyltransferase-like protein
AT5G52400	CYP715A1	cytochrome P450, family 715, subfamily A, polypeptide 1
AT3G04850	AT3G04850	Tesmin/TSO1-like CXC domain-containing protein
AT3G58165	AT3G58165	pre-tRNA
AT3G16490	IQD26	protein IQ-domain 26
AT1G58380	XW6	40S ribosomal protein S2-1
AT3G16920	ATCTL2	chitinase-like protein 2
AT1G76520	AT1G76520	auxin efflux carrier-like protein
AT4G00540	ATMYB3R2	myb domain protein 3r2
AT2G47910	CRR6	chlororespiratory reduction 6
AT4G35670	AT4G35670	glycoside hydrolase family 28 protein / polygalacturonase (pectinase) family protein
AT3G32052	AT3G32052	uncharacterized protein
AT1G77682	AT1G77682	Plant thionin family protein
AT2G14846	AT2G14846	bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin-like protein
AT2G23640	RTNLB13	reticulon-like protein B13
AT3G29632	AT3G29632	transposable element gene
AT1G30730	AT1G30730	FAD-binding and BBE domain-containing protein
AT1G76460	AT1G76460	RNA recognition motif-containing protein
AT5G43520	AT5G43520	cysteine/histidine-rich C1 domain-containing protein
AT4G01540	ANAC068	NAC domain-containing protein 68
AT1G11475	NRPE10	DNA-directed RNA Polymerase II subunit L
AT5G19221	AT5G19221	(AT5G19221) otherRNA
AT2G01210	AT2G01210	leucine-rich repeat transmembrane protein kinase-like protein
AT2G33650	AT2G33650	pre-tRNA
AT1G29570	AT1G29570	putative zinc finger CCCH domain-containing protein 9
AT2G38360	PRA1.B4	PRA1 family protein B4
AT5G21160	AT5G21160	LA RNA-binding protein
AT3G30766	AT3G30766	transposable element gene
AT1G68238	AT1G68238	uncharacterized protein
AT5G60570	AT5G60570	F-box/kelch-repeat protein
AT5G62420	AT5G62420	aldo/keto reductase family protein
AT4G00231	MEE50	maternal effect embryo arrest 50 protein
AT4G08940	AT4G08940	ubiquitin thiolesterase
AT5G10504	AT5G10504	uncharacterized protein
AT4G32430	AT4G32430	pentatricopeptide repeat-containing protein
AT3G17611	ATRBL14	rhomboid-like protein 14
AT5G15510	AT5G15510	TPX2 (targeting protein for Xklp2) family protein
AT5G35407	MIR396B	MIR396B miRNA
AT3G52140	AT3G52140	tetratricopeptide repeat (TPR)-containing protein
AT5G24520	URM23	protein TRANSPARENT TESTA GLABRA 1
AT5G44380	AT5G44380	FAD-binding and BBE domain-containing protein
AT2G23920	AT2G23920	uncharacterized protein
AT2G35733	AT2G35733	uncharacterized protein
AT5G67510	AT5G67510	60S ribosomal protein L26-2
AT1G75290	AT1G75290	isoflavone reductase-like protein
AT2G19900	ATNADP-ME1	malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+)
AT3G45960	EXLA3	expansin-like A3
AT5G56325	AT5G56325	FBD domain-containing protein
AT2G05030	AT2G05030	transposable element gene
AT3G63310	BIL4	BAX inhibitor-1 motif-containing protein
AT5G11260	HY5	transcription factor HY5
AT5G67110	ALC	transcription factor ALC
AT5G02950	AT5G02950	PWWP domain-containing protein
AT3G42993	AT3G42993	transposable element gene
AT5G50012	CPuORF36	conserved peptide upstream open reading frame 36
AT5G63480	AT5G63480	uncharacterized protein
AT1G79430	APL	myb family transcription factor APL
AT3G31442	SADHU7-2	transposable element gene
AT1G72120	AT1G72120	putative peptide/nitrate transporter
AT3G51930	AT3G51930	transducin/WD40 domain-containing protein
AT1G09560	GLP5	germin-like protein subfamily 2 member 1
AT3G07025	AT3G07025	pre-tRNA
AT1G54445	AT1G54445	defensin-like protein 90
AT2G27460	AT2G27460	sec23/sec24 transport family protein
AT4G31360	AT4G31360	selenium binding protein
AT1G49610	AT1G49610	F-box domain-containing protein
AT5G53190	SWEET3	Nodulin MtN3 family protein
AT4G03923	AT4G03923	transposable element gene
AT3G62240	AT3G62240	RING/U-box domain-containing protein
AT3G44130	AT3G44130	putative F-box protein
AT3G26150	CYP71B16	cytochrome P450 71B16
AT3G55870	AT3G55870	anthranilate synthase component I
AT5G46875	AT5G46875	transposable element gene
AT2G34960	CAT5	cationic amino acid transporter 5
AT1G10930	ATSGS1	ATP-dependent DNA helicase Q-like 4A
